split;reason;text;value
216965;Time;"Gratis lægehjælp, gratis uddannelse og et solidt socialt sikkerhedsnet er kernen i vores velfærdssamfund, den selv samme kerne,
som VKO-partierne lige så langsomt gnavede løs af med indførelsen
af private sundhedsforsikringer, mislykket uddannelsespolitik og fattigdomsydelser så lave, at det fastholdt mennesker i fattigdom. Alt
det har vi allerede gjort op med. Det er slut med overbetaling af privathospitalerne, og hvis private klinikker i dag laver grumme fejloperationer, skal det ikke længere bare være det offentlige, der hænger på regningen.
Men trods fremskridtene på en række områder er der desværre
stadig alt for mange mennesker, som er parkeret på perronen, mens
toget suser forbi. Tag nu de 6.000 danskere, som har været på kontanthjælp i mere end 10 år i træk. Det kan vi ikke være bekendt, og
det er ikke godt nok, at en af de bedste pejlinger på, hvor langt et
menneske kommer i uddannelsessystemet, er at se på, hvilken uddannelse forældrene har. Det er en mangel på social bæredygtighed,
som SF og andre kræfter, der kæmper for reelt lige muligheder, ikke
kan være tilfredse med.
Naturen, miljøet og klimaet er uerstattelige værdier, vi skal passe
på, for vores egen skyld og for vore børns. Vi har brug for en ny,
grøn og bæredygtig vækst, og dem, der hævder, at der er en modsætning mellem miljøhensyn og arbejdspladser, tager fejl. Hvis vi opfører os klogt i Danmark, kan grøn politik blive en helt afgørende fordel for dansk erhvervsliv. Vi kan blive foregangsland i en global
grøn omstilling. SF er særlig stolte af det brede energiforlig, som viser vejen frem mod den dag, hvor Danmarks energiforsyning er uafhængig af fossile brændsler, og som i mellemtiden skaber tusindvis
af nye, grønne job, når havvindmølleparkerne skal etableres og alle
energieffektiviseringerne foretages.

34

Onsdag den 30. maj 2012 (F 41)

Meget af debatten i dag har kredset om det udspil til skattereform, som regeringen lagde frem i går, rugbrødsreformen, en fuldt
finansieret omlægning af skatten, hvor vi har lige så meget råd til
velfærd efter reformen som før reformen. Ingenting er ufinansieret.
Ad åre kommer der faktisk en pæn samfundsgevinst, som kan bruges
til at skabe job og nye investeringer, der bringer vores samfund
fremad. Det er noget helt nyt og spændende, nærmest eksotisk, efter
VKO's skæve og ofte ufinansierede skattepolitik. Rugbrødsreformen
sætter gang i hjulene og skaber flere job. Investeringsvinduet til danske virksomheder, der vil føre til investeringer på 15-20 mia. kr. i
danske virksomheders produktionsapparat, får tusinder i arbejde allerede næste år.
Almindelige lønmodtageres lønudvikling er ikke noget at prale af
for tiden. Der er indgået meget ansvarlige overenskomster fra danske
lønmodtageres side, og nu viser deres organisationer sig også villige
til at give den et ekstra nøk på arbejdsmarkedet via de trepartsforhandlinger, der er i gang. Regeringen ønsker omvendt at give almindelige lønmodtagere, HK'eren og SOSU-assistenten, metalarbejderen og folkeskolelæreren, industriarbejderen og sygeplejersken, mere
ud af deres slid på jobbet. Det synes vi er god skattepolitik. Vi foreslår også et løft på godt 5.000 kr. til de folkepensionister, som har
mindst at leve for. Til gengæld må bankerne bidrage lidt mere til
fællesskabet. Stigningen i overførselsindkomsterne bliver på cirka
21 pct. i stedet for 27 pct. det næste årti. De mest velstillede forældre
får en mindre børnecheck, og rentefradraget på de store renteudgifter
skal, jo i direkte forlængelse af, hvad den gamle regering besluttede,
aftrappes yderligere over en årrække.
Vi har med det et udspil til skattereform, der sådan set er fikst og
færdigt. Partiegoistiske og taktiske hensyn kommer forhåbentlig ikke
til at ødelægge chancen for at lave en bred reform. Nogle partier har
markeret sig med skarpe holdninger til dele af udspillet, men ikke
uden at de samme partier også har rost andre dele af udspillet. At
Venstre både regner forkert i deres argumenter og nu mener, at der
alligevel er råd til skattelettelser, trods det, at de mente det modsatte
i valgkampen, er interessant nok, men mest interessant er det, at ingen på forhånd melder fra. Det giver mig håb om, at vi kan finde en
god løsning og allerhelst et bredt forlig. Det vil tjene danskerne
bedst, og det vil være et solidt bidrag til missionen om et dygtigere,
grønnere og mere solidarisk Danmark, det Danmark, regeringen har
sat kursen imod.";Kl. 13:37
221404;Time;;Kl. 13:42
221441;title_name;":
Der er ønsker om korte bemærkninger fra Ellen Trane Nørby, Pia
Kjærsgaard, Per Clausen, Joachim B. Olsen, Mike Legarth, Flemming Damgaard Larsen, Merete Riisager, Benedikte Kiær, Jakob Ellemann-Jensen, Tina Nedergaard, Birgitte Josefsen og Gitte Lillelund
Bech.
Vi begynder med fru Ellen Trane Nørby.";Bertel Haarder
221753;Time;;Kl. 13:42
221776;name_party;":
Tak. Jeg kan nogle gange godt blive imponeret over, hvor upåvirket
man kan være fra SF's og SF's ordførers side, når man omtaler nogle
af de politikområder, hvor man i forhold til før valget har ændret
hundrede og firs grader på politikken. Men det må jo være en rigtig
god evne at have, altså det der med i forhold til løftebrud at være ligeglad med det og bare glide hen over det, som om det er helt naturligt, at danskerne ikke længere skal kunne stole på politikerne.
Men lad os kigge på reformen, som ordføreren kalder rugbrødsreformen – der er andre, der kalder den skilsmissereformen, fordi den
jo favoriserer folk, der ikke er gift, eller folk, der lader sig skille. I
skilsmissereformen indgår der en ændring af rentefradraget, sådan at
de boligejere, som i forvejen er presset, nu bliver presset endnu mere
i forhold til deres økonomi. Men det er jo ikke noget løfte, som SF

kun gav før valget, det er også et løfte, som SF har givet efter valget,
altså at man ikke ville røre rentefradraget. Skatteministeren sagde
den 18. januar:
Regeringens linje er klokkeklar i det her spørgsmål: Vi piller ikke
ved boligskatterne eller rentefradraget.
Hvad er det, der er sket siden januar, siden SF også på det her
område nu løber fra løfter over for danskerne, over for de danske boligejere? Og hvorfor er det lige, at danskerne i dag skulle stole på
det, hr. Jesper Petersen står og siger? For hidtil har man jo ikke kunnet stole på det, SF har sagt, hverken her i salen eller uden for salen.";Ellen Trane Nørby
223283;Time;;Kl. 13:43
223320;title_name;":
Ordføreren.";Bertel Haarder
223343;Time;;Kl. 13:43
223365;name_party;":
Pladen sidder jo lidt fast i samme rille. Men jeg vil sige, at vi med
hensyn til skattereformen har syntes, at det var et rimeligt finansieringsbidrag, at dem, der har været i stand til at tage de allerstørste
lån og har så store renteudgifter, at de som par har over 100.000 kr. i
renteudgifter, bidrager med noget til den skattereform; de får sandsynligvis også noget ud af det i form af skattelettelser. Men der bidrager man med finansiering til den skattereform, der altså løfter
lav- og mellemindkomstgrupperne og de fattigste pensionister og
sætter gang i hjulene.
Vi har i regeringsgrundlaget gjort klart, at vi ikke vil ændre på
rentefradraget eller ejendomsværdiskatten i indeværende valgperiode, og det gør vi heller ikke. Der er lagt op til, at det starter senere, i
næste valgperiode, og det ligger fuldstændig i forlængelse af, hvad
den gamle regering gjorde, nemlig at man justerede rentefradraget på
de her meget store renteomkostninger, og det er det, vi skruer en
smule mere på. Men redskabet er ikke fru Ellen Trane Nørby ubekendt, for man har sådan set selv indført det i skattereformen fra
2009.";Jesper Petersen
224492;Time;;Kl. 13:45
224529;title_name;":
Fru Ellen Trane Nørby.";Bertel Haarder
224563;Time;;Kl. 13:45
224586;name_party;":
Tak. Forskellen er jo så bare, at for det første lavede vi andre initiativer, som kompenserede for det, for det andet havde vi et skattestop,
og for det tredje satte vi ikke skatter og afgifter op med over 6 mia.
kr., sådan som regeringen allerede har gjort det i de første 8 måneder
af dens levetid, sådan at en helt almindelig arbejderfamilie i dag skal
betale 3.400 kr. mere.
Men lad os holde os til boligejerne, som nu heller ikke længere
kan stole på det, SF siger, hverken det, de sagde før valget, eller det,
de sagde efter valget. For det citat, jeg læste op før af skatteministeren, er tilbage fra januar måned, hvor skatteministeren sagde:
Regeringens linje er klokkeklar i det her spørgsmål: Vi piller ikke
ved boligskatterne eller rentefradraget.
Så siger hr. Jesper Petersen, at det her kun rammer dem, som er
rigtig rige og har store lån. Men er sandheden ikke, sådan som der
også er flere aktører, der har været ude at sige, at det her lige præcis
rammer de unge familier, som købte hus, dengang boligpriserne var
på det allerhøjeste, og som i dag er teknisk insolvente og sidder
hårdt i det? Rammer det ikke lige præcis førstegangskøberne og de
unge boligejere, som i forvejen har en presset økonomi? Hvordan i
alverden kan SF være bekendt, at man vil udhule økonomien for de
unge familier endnu mere på det her område, på trods af at man både
før og efter valget lovede, at det ville man ikke røre ved?

Onsdag den 30. maj 2012 (F 41)";Ellen Trane Nørby
226051;Time;;Kl. 13:49
226062;Time;;Kl. 13:46
226099;title_name;":
Ordføreren.

35";Bertel Haarder
226153;title_name;":
Pia Kjærsgaard.";Bertel Haarder
226180;Time;;Kl. 13:46
226191;Time;;Kl. 13:49
226213;name_party;":
Først er det i forhold til tryghed sådan, at fremgangsmåden jo er den,
at vi siger, at ejendomsværdiskatten ændrer vi ikke ved, og det loft,
der er lavet over, hvordan grundskylden kan reguleres i kommunerne, hvilket jo altså også berører boligejerne, ændrer vi ikke ved. Det
redskab, som Venstre og de andre partier bag den sidste skattereform
fandt på med at justere rentefradraget for de store renteomkostninger, justerer vi så lidt mere. Hvis det er sådan, at det først og fremmest er unge, nærmest svage boligejere, der kommer til at blive berørt af det her, hvorfor var det så ikke også en kæmpe katastrofe for
dem, da Venstre indførte det? Det var jo Venstre, der gjorde det på
det tidspunkt, hvor boligpriserne for alvor raslede ned, efter at finanskrisen satte ind. Det var det, der skete. Det justerer vi en smule
ned på.
Til sidst – nu er der ikke så meget af taletiden tilbage – må jeg så
bare bede Venstre om snart at justere på det der regnestykke med, at
en almindelig lønmodtagerfamilie har tabt 3.400 kr., for det, der sker
med skattereformen, er, at de vinder omkring 7.500 kr., og så må
man i gang med minusstykkerne og begynde at fortælle om den gode
gevinst, der er for LO-familien med den skattereform. Og det håber
jeg at vi måske kan være sammen om på et tidspunkt, når vi er færdige med at forhandle en skattereform. Det ville være ønskeligt.";Jesper Petersen
227603;name_party;":
Det var et meget, meget enkelt spørgsmål. Så skal jeg spørge: Hvordan har hr. Jesper Petersen, Socialistisk Folkeparti, det med, at regeringens parlamentariske grundlag, fru Johanne Schmidt-Nielsen, kalder regeringen for klaphatte, kvajpander, og at man stjæler med arme
og ben fra dagpengemodtagere, førtidspensionister, kontanthjælpsmodtagere og arbejdsløse? Det må da være hårdt.";Pia Kjærsgaard
227998;Time;;Kl. 13:47
228035;title_name;":
Fru Pia Kjærsgaard.";Bertel Haarder
228066;Time;;Kl. 13:47
228087;name_party;":
Jeg vil godt høre, hvordan hr. Jesper Petersen og Socialistisk Folkeparti har det med at forringe de økonomiske vilkår for arbejdsløse,
kontanthjælpsmodtagere, dagpengemodtagere og førtidspensionister.";Pia Kjærsgaard
228300;Time;;Kl. 13:47
228311;Time;;Kl. 13:49
228348;title_name;":
Ordføreren.";Bertel Haarder
228371;Time;;Kl. 13:49
228393;name_party;":
Det tager jeg nu ret stille og roligt, og som der også bliver råbt, er
ordet kvaj endnu ikke indgået i sprogbrugen. Det kan det selvfølgelig komme til, det er rigtig nok. Man må jo vælge sin måde at udtrykke sig på, som man vil. Jeg synes, at det, der i praksis står tilbage, er, at vi har et rigtig godt samarbejde med Enhedslisten. Vi har
gennemført en finanslov med mange vigtige fremskridt. Energiforliget er de også med i. Vi har en vigtig trafikaftale, hvor vi jo også har
kunnet mødes med Dansk Folkeparti om at forbedre den kollektive
trafik. Så knubbede ord hører vist med til politik, og det kender fru
Pia Kjærsgaard jo alt til – både til at modtage og levere dem. Så jeg
lever, ligesom hun gør det, ganske godt med det.
Hvad det forrige spørgsmål angår, må jeg bare vende tilbage til
den replik, som jeg havde til fru Pia Kjærsgaard, da hun var ordfører. Og jeg kan jo replicere – helt uden at sige noget om det økonomiske løft, som SU-modtagere eller pensionister får – at det sådan
set var fru Pia Kjærsgaard selv, der undlod at justere personfradraget
i adskillige år, og det ramte dem økonomisk. Det var for at få en plan
til at hænge sammen i den gamle borgerlige regering. Det var ikke
kønt, men det var det, Dansk Folkeparti gjorde.";Jesper Petersen
229656;Time;;Kl. 13:50
229693;title_name;":
Ordføreren.";Bertel Haarder
229716;Time;;Kl. 13:47
229753;title_name;":
Hr. Per Clausen.";Bertel Haarder
229781;Time;;Kl. 13:50
229803;name_party;":
Skattereformen, som jo er den, fru Pia Kjærsgaard henviser til, handler først og sidst om at skabe job. Vi har ikke en forventning om, at
man skal være arbejdsløs, eller at man skal være på kontanthjælp eller dagpenge i 10 år. Det synes vi er at svigte. Derfor har vi jo sat en
række initiativer i gang for at skabe flere job. Vi tror sådan set, at
det, de arbejdsløse mest af alt vil, er at have arbejde, og det mener vi
at vi har et politisk ansvar for at sørge for at gøre noget ved, og det
gør vi med en række initiativer, også i skattereformen med det her
afskrivningsvindue. Så det er hovedudfordringen.
Med hensyn til pensionister og SU-modtagere, så bliver SU-modtagerne simpelt hen ikke berørt af det, og de pensionister, der har
færrest penge til sig selv, giver vi jo et økonomisk løft. Det ville jeg
egentlig mene var noget, som også Dansk Folkeparti ville være med
til at gøre noget ved. De pensionister, der har den mindste indkomst,
får faktisk et løft på lidt over 5.000 kr. som følge af den reform, vi
har spillet ud med, og jeg håber da, at Dansk Folkeparti vil dukke op
og diskutere det i forhandlingerne om den her reform, for det vil være et rigtig godt fremskridt for dem.";Jesper Petersen
231017;name_party;":
Før valget, da dagpengeperioden blev halveret og optjeningsperioden fordoblet, kan jeg huske, at hr. Jesper Petersen var meget vred
på den daværende regering, fordi den lod de arbejdsløse betale. Som
bekendt er der ikke blevet rettet op de skader, de er der stadig væk.
Alligevel synes hr. Jesper Petersen og SF nu, at det nærmest er rimeligt at forringe reguleringen af overførselsindkomsterne, sådan at en
kontanthjælpsmodtager eller en arbejdsløs næste år får 2.000 kr.
mindre til forbrug og først i 2020 kommer op på at have det samme
til forbrug, som man har i dag, og i hvert fald går i stå i forhold til
den almindelige velfærdsudvikling i det her samfund de næste 10 år.
Synes hr. Jesper Petersen, at det er rimeligt, og at det er rimeligt at
bruge de penge til at give skattelettelser til de personer, som fru Marianne Jelved meget præcist beskrev som velhavende?";Per Clausen
231901;Time;;Kl. 13:51
231938;title_name;":
Ordføreren.

36

Onsdag den 30. maj 2012 (F 41)";Bertel Haarder
231999;Time;;Kl. 13:54
232010;Time;;Kl. 13:51
232032;name_party;":
Jeg har jo lige før svaret, hvordan mekanismen er, og at der her indgår et væsentligt bidrag til at finansiere en skattereform med en stribe forbedringer. Hvis vi bare skal have proportionerne på plads, vil
jeg sige, at når det drejer sig om kontanthjælpen, vil den jo efter skat
være 41 kr. mindre om måneden i 2022, end den er i dag. Det er bare
for at få proportionerne på plads.
Så siger vi, at det, der er hovedudfordringen, sådan set ikke er at
se på det, som om det her er en statisk gruppe af arbejdsløse. Tværtimod er hovedudfordringen jo at skaffe dem et arbejde, og det bidrager den her reform faktisk til på en lang række punkter, og det synes
jeg da må være vores hovedopgave at levere. Jeg vil sige til Enhedslisten som til andre, at vi jo meget gerne vil forhandle med Enhedslisten om en skattereform, at vi meget gerne vil have en bred reform,
og jeg synes faktisk, at det, vi har lagt frem, på så mange punkter bør
tiltale så mange partier, at det burde kunne lade sig gøre.";Jesper Petersen
233035;Time;;Kl. 13:52
233072;title_name;":
Hr. Per Clausen.";Bertel Haarder
233100;Time;;Kl. 13:52
233118;name_party;":
Hr. Jesper Petersen ved jo udmærket godt, at det er rigtigt, at kontanthjælpsmodtagere, arbejdsløse og den store gruppe af førtidspensionister, som er på den nye ordning, næste år får omkring 2.000 kr.
– for nogles vedkommende lidt mere, for nogles vedkommende lidt
mindre – mindre til forbrug, og det er jo, fordi man skal tage udgangspunkt i, hvad pengene er værd. Hr. Jesper Petersen ved også
godt, at hvis man tager udgangspunkt i, hvad pengene er værd, så er
en arbejdsløs i 2022 gået glip af 1.000 kr. om måneden.
Uanset at hr. Jesper Petersen har ret i, at folk skal i arbejde, og
uanset at vi sammen med regeringen gør meget for at skabe arbejdspladser, så må hr. Jesper Petersen erkende, at der også i 2022 – ifølge regeringens egne fremskrivninger – findes arbejdsløse mennesker
i det her land. Det er altså de arbejdsløse mennesker, som skal betale
for skattelettelser til det, som fru Marianne Jelved på vanlig radikal,
forsigtig vis kaldte velhavende mennesker.";Per Clausen
234104;Time;;Kl. 13:53
234141;title_name;":
Ordføreren.";Bertel Haarder
234164;Time;;Kl. 13:53
234186;name_party;":
Det her element i skattereformen muliggør jo altså også, at man kan
give førtidspensionister på den gamle ordning muligheden for at
komme over på den nye ordning. Det er der rigtig mange af de førtidspensionister, der vil have en meget stor gevinst ved. Det var sådan set også noget, som SF lovede i sin tid i 2002, da man lavede
den reform, nemlig at den mulighed ville vi slås for de fik. Det får de
med den her ordning. Og vi får mulighed for at give de fattigste pensionister – de pensionister, der har mindst til sig selv – et økonomisk
løft på godt 5.000 kr. i form af en højere ældrecheck, højere pensionstillæg.
De elementer sammen med alt det andet, der sker i skattereformen, hænger selvfølgelig sammen i et stort og samlet hele, og jeg
synes, at den reform er rigtig god; den bringer Danmark fremad, skaber job, gang i hjulene og er en rimelig måde at lave en skattereform
på.";Jesper Petersen
235112;title_name;":
Så er det hr. Joachim B. Olsen.";Bertel Haarder
235155;Time;;Kl. 13:54
235178;name_party;":
Jeg vil bare gerne bede ordføreren om at svare på, hvorfor det er en
god idé at inflationsregulere overførselsindkomsterne.";Joachim B. Olsen
235313;Time;;Kl. 13:54
235350;title_name;":
Ordføreren.";Bertel Haarder
235373;Time;;Kl. 13:54
235395;name_party;":
I en tid, hvor lønmodtagere har vist endda meget stor tilbageholdenhed – som jeg omtalte, er der indgået meget ansvarlige overenskomster – så kan der faktisk også være tilfælde, hvor overførselsindkomsterne vil stige mere end reallønnen; der bliver et reallønsfald næste
år. Der er det ikke urimeligt at sige, at man også kommer til at have
en mindre justering af overførselsindkomsterne. Mange af dem får et
større økonomisk løft – SU-modtagere er friholdt – men der er altså
nogle, som, hvis man forestillede sig, at de var arbejdsløse og på
kontanthjælp de næste 10 år, hvad jeg ikke håber for nogen at de
skal være, så ikke vil få en lige så stor en stigning, som de ellers ville have fået. Men sagen er jo, at man kommer til at følge prisudviklingen – man kommer til at kunne købe lige så meget rugbrød og
mælk, og der er lagt op til, at det skal være et af elementerne i den
skattereform frem til 2022.
Forhåbentlig skal vi ikke opleve det samme som med dem, man
svigtede for 10 år siden, da man ikke gjorde nok for at få dem i arbejde, og som derfor mange år efter stadig væk er uden for arbejdsmarkedet. Derfor er regeringen optaget af at skabe job.";Jesper Petersen
236564;Time;;Kl. 13:56
236601;title_name;":
Hr. Joachim B. Olsen.";Bertel Haarder
236634;Time;;Kl. 13:56
236657;name_party;":
Jeg synes bare, at det er sjovt at høre en folkesocialist stå at sige sådan nogle ting på talerstolen. Hvem havde troet det – at man skulle
se en folkesocialist stå på talerstolen og tale om inflationsregulering
af overførselsindkomsterne? Det er jo fantastisk!
Altså, man gik til valg på en plan om, at der skulle være 115.000
flere topskatteydere i Danmark. Nu skal der være 250.000 færre. Det
er jo mageløst. Er ordføreren klar over, at det her med inflationsregulering var den tredje af de ti teser, som bl.a. hr. Søren Pind fremlagde, og som nu bliver gennemført af en S-ledet regering? Det er da
morsomt! Jeg kan godt nok forstå, hvis der sidder nogle vælgere derude og overhovedet ikke kan finde ud af, hvad Socialistisk Folkeparti er for et parti.
Men altså, tillykke! Regeringen gennemfører Liberal Alliances
politik på det her område. Thumbs up! Det er godt gået.";Joachim B. Olsen
237542;Time;;Kl. 13:57
237579;title_name;":
Ordføreren.";Bertel Haarder
237602;Time;;Kl. 13:57
237624;name_party;":
Jeg er ikke sikker på, at rosen er så velment. Jeg er ikke lige så stærk
i de ti teser, som hr. Joachim B. Olsen er, men jeg er så stærk i,
hvordan hr. Søren Pind normalt tænker, at jeg godt tør udstede en

Onsdag den 30. maj 2012 (F 41)

garanti for, at man ikke kan få den skattereform, som vi har lagt
frem, til at rime på de ti liberale teser.
Heri ligger der, at det er lav- og mellemindkomstgrupperne, der
skal have den store gevinst; det er i fuldstændig modsætning til den
måde, den tidligere regering lavede skattepolitik på. Vi vil give de
svageste pensionister et økonomisk løft – det er det, vi gør. Bankerne skal bidrage mere. De boligejere, der har kunnet tage de helt store
lån, kommer til at bidrage mere, ligesom også de mest velstillede
pensionister.
På den måde er der en social balance i den skattereform, som ligger milevidt fra, både hvordan den tidligere regering lavede skattepolitik, og hvad hr. Søren Pind skrev i sine teser i sin tid.";Jesper Petersen
238598;Time;;Kl. 13:58
238635;title_name;":
Så er det hr. Mike Legarth.";Bertel Haarder
238674;Time;;Kl. 13:58
238693;name_party;":
Først vil jeg rose hr. Jesper Petersen for at sætte dagsordenen om lavere skatter og nødvendigheden af det. Det er vi helt enige i, men
underholdningsværdien er høj, for hr. Jesper Petersen har jo været
ordfører de seneste 2-3 år, hvor jeg bl.a. har været skatteordfører, og
hvor hr. Jesper Petersen har tordnet imod ethvert forslag om at ændre på topskatten, ethvert forslag om at minimere det offentlige udgiftstryk og den offentlige sektors størrelse. Så det er store ord, når
hr. Jesper Petersen i dag siger – og jeg citerer – at han og regeringen
taler til det store i danskerne. Hr. Jesper Petersen siger: Vi skal ud af
hængekøjen, vi skal væk fra visnepolitik. Det er jo præcis det, som
SF, Socialistisk Folkeparti, har stået for i alle de år, og man har ikke
kunnet ændre på det. Så er man kommet i regering, har begået en
masse løftebrud, og nu står man så og argumenterer for det stik modsatte uden at blive rød i kinderne. Meget besynderligt.
Men det, jeg vil spørge om her indledningsvis, er: Man har to
personer, hvoraf den ene fylder pensionsåret; de har fuldstændig
samme formueforhold, de har samme arbejde, og den ene møder så
pensionsalderen på 68 år og får ikke del i topskattelettelsen. Hvor er
det store i den tænkning?";Mike Legarth
239945;Time;;Kl. 13:59
239982;title_name;":
Ordføreren.";Bertel Haarder
240005;Time;;Kl. 13:59
240027;name_party;":
Hvis ellers finansieringen er i orden, er det ikke et fremmed synspunkt for SF gerne at ville fritage metalarbejdere, sygeplejersker og
skolelærere for at betale topskat. Det er en skat, som bør betales af
velstillede danskere, og er finansieringen i orden – og det mener vi
den er i skattereformen – så er det ikke fremmed politik for SF. Det
er sådan set også et budskab, jeg selv tidligere har været ude med
som skatteordfører. Det er et af dem, hr. Mike Legarth åbenbart har
glemt.
I forhold til det med pensionisterne skal man jo også huske på, at
det er sådan, at hvis man er pensionist og stadig væk kan arbejde, så
har man også det incitament til at gøre det, at man kan flytte sin folkepension til senere. Man kan få udsat pension til senere, hvis man
er i arbejde, og det er jo en måde så at fordele sine indtægter på, der
kan give en nogle ret store fordele. Derfor har man som arbejdsduelig pensionist oppe i 68-års-alderen – dem, der er af dem – faktisk
stadig væk et incitament til at gøre en ekstra indsats. Men vi synes,
det er retfærdigt som led i den her skattereform, at meget velstillede
pensionister, der har meget store indtægter, ikke begunstiges af en
lavere topskattegrænse. Det er for danskere på arbejdsmarkedet. Det
er det, den her reform handler om, nemlig at der skal være lavere

37

skat på arbejde, og i den her sammenhæng, at helt almindelige lønmodtagere i langt mindre grad skal rammes af topskatten.";Jesper Petersen
241475;Time;;Kl. 14:01
241512;title_name;":
Mike Legarth.";Bertel Haarder
241537;Time;;Kl. 14:01
241556;name_party;":
Da hr. Jesper Petersen og Socialistisk Folkeparti skulle kommentere
på vores skattepolitik, var det rødvinsreform og champagnereform.
Nu skal hr. Jesper Petersen omtale sin egen reform, og så bliver det
til en rugbrødsreform. Den må være bagt på en meget sur dej, hvis
der skal være nogen sandhed i det.
Men dagen i dag handler om, at vi nu indfører lavere beskatning.
Den overordnede dagsorden er glimrende. Man beskyldte os Konservative for at være tonedøve, men vi kunne alligevel høre græsset
gro, for nu taler vi om det, der er rigtigt, nemlig at sænke skatterne.
Men det er noget andet, jeg vil spørge hr. Jesper Petersen om her
i anden runde. Vi har nu i dag fået en klar tilkendegivelse fra det socialistiske bagland om, at man helst vil lave en skattereform med Enhedslisten. Hvad synes hr. Jesper Petersen?";Mike Legarth
242384;Time;;Kl. 14:01
242421;title_name;":
Ordføreren.";Bertel Haarder
242444;Time;;Kl. 14:01
242466;name_party;":
Nu er surdej jo en nødvendighed for at lave et ordentligt rugbrød.
Det skal jo til. Det er en rugbrødsreform, fordi det er de dårligst stillede pensionister og lav- og mellemindkomsterne, der får gevinsten
af den. Det er en rugbrødsreform. Den sætter gang i arbejde. Der er
flere, der får brug for at skulle stå op om morgenen og smøre madpakken, f.eks. rugbrød, til at tage med på det arbejde, de forhåbentlig
får som led i bl.a. den her skattereform.
Så inden hr. Mike Legarth får omfavnet alt for meget, vil jeg bare
sige, at det, der jo er den udmeldte politik fra De Konservative, er, at
man vil fjerne topskatten. Der er altså meget, meget langt fra at fjerne topskatten fuldstændig og give en massiv skattelettelse til de mest
velstillede danskere i vores samfund og så til den her reform, som
faktisk betyder, at dem, der ville få gavn af den form for skattelettelse, i mange tilfælde kommer til at bidrage noget mere til den ny skattereform. Så der er meget stor forskel. Og vi forhandler herinde med
de partier, der gerne vil forhandle om skattereformen, og det er selvfølgelig noget, der foregår her. Sådan er det.";Jesper Petersen
243603;Time;;Kl. 14:03
243640;title_name;":
Fru Tina Nedergaard.";Bertel Haarder
243672;Time;;Kl. 14:03
243693;name_party;":
Tak. I forlængelse af hr. Joachim B. Olsens ganske interessante indlæg, hvortil hr. Petersen kommenterer, at han ikke tænker helt identisk med hr. Søren Pind og derfor heller ikke er helt enig med hr. Søren Pind, kan jeg i hvert fald sige, at SF i dag jo i hvert fald er mere
enig med hr. Søren Pind, end daværende statsminister Anders Fogh
Rasmussen var. Det kan så give lidt stof til eftertanke hos SF'erne.
I forbindelse med den del af debatten, som hr. Jesper Petersen har
stået for her, må jeg ærligt sige, at det, der som kollega, som politiker, som borger er underligt, er, at jeg slet ikke kan genfinde det SF,
som jeg har været kollega til igennem en halv snes år. Det må jeg
bare ærligt indrømme. Jeg kan ikke genkende partiet i debatformen,
jeg kan ikke genkende partiet i dets argumenter, og det kan jeg jo

38

Onsdag den 30. maj 2012 (F 41)

bl.a. ikke, fordi jeg i 10 år har været en blandt mange Venstrefolk,
som har forsvaret og forklaret og udlagt VK-regeringens politik.
Når man ser på det, der fremlægges fra regeringens side i dag i
forhold til unge og voksne på overførselsindkomster, må man sige,
at det var en overordentlig solidarisk regering, vi havde før. Det, der
jo lægges op til – det kan godt være, det også skal ende med det, det
forholder jeg mig ikke til – er rent faktisk at reducere muligheden for
i nogle af de dårligst stillede familier i Danmark at kunne sende barnet, den unge til sport. Jeg har som argument imod VK-regeringens
meget mere solidariske politik meget ofte hørt, at VK skærer så meget ind til benet, at unge mennesker ikke kan deltage i de aktiviteter,
de andre kan, og at de ikke kan få den iPad eller telefon, som andre
børn kan, fordi forsørgeren er på overførselsindkomst. Jeg kan simpelt hen ikke genkende SF, men jeg synes, det er et tappert forsøg,
hr. Jesper Petersen gør for at genfinde sig selv. Men jeg mangler stadig en forklaring: Hvorfor ønsker SF denne skattereform?";Tina Nedergaard
245641;Time;;Kl. 14:05
245678;title_name;":
Det var 2 minutter og ikke 1 minut.
Ordføreren.";Bertel Haarder
245737;Time;;Kl. 14:05
