split;reason;text;value
7299;title_name;":
Værsgo til spørgeren.";Pia Kjærsgaard
7332;Time;;Kl. 13:03
7363;name_party;":
Ja, og jeg tror også, at borgerne i Albertslund er glade for, at politiet
har forsøgt at tage hånd om det her, men det er også klart, at når man
oplever så mange skyderier – altså, da jeg skrev det her spørgsmål
fredag formiddag, var tallet fem, men det steg så til seks, fordi der
også havde været et skyderi i Oksens Kvarter, som ikke var kommet
til offentlighedens kendskab på det tidspunkt, hvor jeg skrev spørgsmålet – så er det utrolig intimiderende. Det at vide, at når man går i
Kvickly for at handle ind, er det 50 eller 100 m fra, hvor der er blevet skudt, betyder rigtig meget for folks tryghed i hverdagen, det er
klart.
Derfor må man jo også sige til justitsministerens svar: Er det nu
nok? Er vi i virkeligheden ude i noget symptombehandling her? Vi
har haft en lang periode sidste år i efteråret, hvor der var store problemer på Nørrebro, og nu har vi så en situation på Vestegnen, hvor
der er store problemer. Vi ved jo alle sammen godt, at det er de her
bandegrupperinger, som står bag det, og vi ved, at en meget stor del
af dem, som er i de her bandegrupperinger, er personer, som er af
anden etnisk herkomst. Vi ved, at der er problemer med at få dem
udvist – altså, der er en bandeleder, som man har forsøgt at få udvist,
og som så efterhånden et par gange er blevet udvist med forbehold.
Er det virkelig tilfredsstillende for ministeren, at man f.eks. ikke kan
komme af med sådan nogle bandemedlemmer og bandeledere, der
gør hverdagen utryg for borgerne?

Onsdag den 11. april 2018 (S 678)";Kenneth Kristensen Berth
8888;Time;;Kl. 13:08
8899;Time;;Kl. 13:05
8927;title_name;":
Værsgo til ministeren.

3";Pia Kjærsgaard
8982;title_name;":
Værsgo.";Pia Kjærsgaard
9001;Time;;Kl. 13:05
9012;Time;"Justitsministeren (Søren Pape Poulsen):
Der fik spørgsmålet vist lige en ny drejning, men det synes jeg også
er interessant at diskutere.
Jeg vil først lige starte med at sige, at jeg jo ikke mener, at der
kan være to meninger om den her sag – eller det kan der sikkert,
men jeg tror i hvert fald, at spørgeren og jeg er fuldstændig enige.
Hvis folk skyder i gaderne, er der kun en vej, og det er, at de skal
tages væk, og at de skal sættes i fængsel, og der skal de sidde i lang
tid, hvilket vi har set at den bandepakke, som spørgerens parti og regeringen har lavet sammen, har betydet.
Politiet er i gang med efterforskningen. Indtil videre har der ikke
været noget, der har indikeret, at det skulle være en konflikt mellem
bandefraktioner, men at der mere er tale om et lokalt kriminelt miljø
i Albertslund. Men uanset hvad det er, er det jo lige alvorligt, og vi
skal slå hårdt ned på det, for jeg stiller mig ikke tilfreds, så længe der
er et eneste tilfælde af skyderi – det må jeg jo aldrig gøre, og det håber jeg ikke at nogen af os gør.";Kl. 13:08
10091;name_party;":
Det har vi også glædet os over fra Dansk Folkepartis side, og det er
jo alt sammen glædeligt. Man kan altid diskutere, om det er bander,
om det er et kriminelt miljø, eller hvad det er, men jeg må så bare
konstatere, at de, der oplever, at der bliver skudt i deres lokalområde, hvad enten det er i Oksens Kvarter, Bækgården eller på hjørnet
af Roskildevej og Albertslundvej på Vestegnen, jo føler det ekstremt
intimiderende. Jeg må sige, at jeg også kommer i de områder normalt, nærmest på daglig basis, og det er utrolig intimiderende at have en opfattelse af, at man skal kigge sig over skulderen for at være
sikker på, at der ikke pludselig kommer en bil og plaffer en ned. Så
hvad er det for et budskab, justitsministeren egentlig vil give til de
her borgere? Jeg kunne konstatere, at der var en betjent, der konkret
på et spørgsmål om, om man mente, om ens datter kunne gå ud om
aftenen, svarede: Ja, ja, det skal hun da bare gøre. Det synes jeg er et
mærkeligt råd at give.";Kenneth Kristensen Berth
11082;Time;;Kl. 13:09
11093;Time;;Kl. 13:06
11121;title_name;":
Tiden er overskredet. Værsgo.";Pia Kjærsgaard
11180;title_name;":
Værsgo.";Pia Kjærsgaard
11200;Time;;Kl. 13:09
11210;Time;;Kl. 13:06
11241;name_party;":
Jo, men jeg synes jo alligevel, det hænger sammen, for det er klart,
at når man ser en bandeleder, som forsøges udvist uden held, og
samtidig konstaterer, at der sker drab i Valbyparken, og vi så har de
her situationer i Albertslund, og at der, som jeg har henvist til i et
andet spørgsmål, er skyderier i Avedøre Stationsby, så får man jo en
fornemmelse af, at der ikke rigtig er styr på tingene, og at vi måske i
virkeligheden skal til at leve med en situation, hvor de der visitationszoner er normaltilstande, og at det bare er noget, vi må acceptere
som normaltilstande i visse dele af vores land.
Det mener jeg jo ikke at justitsministeren kan være tilfreds med,
så jeg vil egentlig godt høre justitsministeren, hvad justitsministeren
forestiller sig i forhold til at få ryddet op i det her. Altså, hvad er det,
der skal ske med de her mennesker med hensyn til at få dem taget ud
af drift, om man så må sige, og få trevlet de her netværk op en gang
for alle?";Kenneth Kristensen Berth
12216;Time;;Kl. 13:07
12244;title_name;":
Værsgo til ministeren.";Pia Kjærsgaard
12278;Time;"Justitsministeren (Søren Pape Poulsen):
Jeg tror, vi må indse, at verden forandrer sig hele tiden, og at det gør
det kriminelle billede også. Kunsten er så, at vi som samfund reagerer mod det og ikke bare lader stå til. Det er jo det, vi har gjort i fællesskab med hensyn til hele bandesituationen.
Altså, vi kan begge to huske, da det gik helt vildt for sig på Nørrebro. Det tog også noget tid, for en ting er, at der bliver skudt, men
så skal man også finde ud af, hvem der har skudt, og man skal have
taget folk ud, og der skal efterforskes. Det tager noget tid, men så får
man dem også ud, og så skal de sidde lang tid i fængsel. Og vi kan jo
se, at banderne lige nu er virkelig pressede, fordi vi har smidt over
400 bandemedlemmer i fængsel.

Justitsministeren (Søren Pape Poulsen):
Det, borgerne skal tage med sig, er, at de skal se på, hvad politiet
gør. Der er både mobile stationer, der er patruljering til fods, der er
patruljering i bil, der er også, og det vil jeg gerne forvisse borgerne
om, meget mere politi, end man måske lige fornemmer. Vi vil tage
de her mennesker ud og putte dem i fængsel, så vi får skabt ro igen.
Det er det, jeg synes vi som samfund må gøre, og det må vi stå sammen om at gøre. Hver eneste gang nogen skyder, uanset om det er
bandemedlemmer eller ej, er det helt uacceptabelt, for det er jo helt
vildt at tage en pistol i hånden og skyde efter andre mennesker, og
de skal puttes i fængsel, og det er politiet i gang med.";Kl. 13:07
13749;Time;;Kl. 13:09
13777;title_name;":
Spørgsmålet er sluttet. Men der er et nyt spørgsmål til justitsministeren fra hr. Kenneth Kristensen Berth, Dansk Folkeparti.";Pia Kjærsgaard
13914;Time;"Spm. nr. S 678
2) Til justitsministeren af:";Kl. 13:10
13989;name_party;":
Agter ministeren at lade Københavns Vestegns Politi forstærke i lyset af skyderierne i den senere tid i bl.a. Albertslund og Avedøre Stationsby, sådan som tilfældet var, da bandekrigen var på sit højeste på
Nørrebro, hvor Københavns Vestegns Politi bidrog med ekstra
mandskab til Københavns Politis indsats?

Skriftlig begrundelse
Spørgeren henviser til, at der i Albertslund Kommune i skrivende
stund har været fem skyderier, hvoraf personer i to tilfælde er blevet
ramt – dels ved Damgårds-vej/Roskildevej, dels i Bækgården. Derudover har der i Avedøre Stationsby været tre skyderier. Spørgeren
er bekymret for, om vi er vidne til, at den bandekrig, der huserede på
Nørrebro, er flyttet til Københavns Vestegn, og ønsker ministerens
vurdering af, hvorvidt det er nødvendigt at tilføre yderligere mandskabsressourcer til Københavns Vestegns Politi.

4

Onsdag den 11. april 2018 (S 678)";Kenneth Kristensen Berth
14907;title_name;":
Værsgo til at læse op.

år, og jeg håber da virkelig ikke, at det er sådan en knopskydning af
skyderier, som vi kommer til at opleve på Vestegnen.";Pia Kjærsgaard
15065;Time;;Kl. 13:13
15076;Time;;Kl. 13:10
15107;name_party;":
Tak. Jeg skal lige sige for en god ordens skyld, at det fine ur, der
plejer at være hernede, og som hjælper os med at finde ud af, hvor
lang tid der er, ikke fungerer. Så det gør det lidt sværere at finde ud
af det. (Formanden (Pia Kjærsgaard): Det får vi rede på. Når jeg så
rejser mig op, er det, fordi tampen brænder). Det er godt, jeg prøver
at kigge. Tak for det. Det andet spørgsmål lyder sådan:
Agter ministeren at lade Københavns Vestegns Politi forstærke i
lyset af skyderierne i den senere tid i bl.a. Albertslund og Avedøre
Stationsby, sådan som tilfældet var, da bandekrigen var på sit højeste
på Nørrebro, hvor Københavns Vestegns Politi bidrog med ekstra
mandskab til Københavns Politis indsats?";Kenneth Kristensen Berth
15828;Time;;Kl. 13:10
15856;title_name;":
Værsgo til ministeren.";Pia Kjærsgaard
15890;Time;"Justitsministeren (Søren Pape Poulsen):
Det kan jeg sige klart ja til, og det er også allerede sket. Politiet er
massivt til stede i den del af Albertslund, hvor vi har set skyderierne.
Vestegnens Politi har modtaget assistance fra både Rigspolitiet og
Københavns Politi – ligesom man jo omvendt har leveret til København i sin tid – og det er jo ganske enkelt med henblik på at få stoppet skyderierne og opretholde trygheden i området.
Mobile politistationer: Politiet har iværksat en massiv tryghedsskabende og efterforskningsmæssig indsats, og for mig som minister
er det helt afgørende, at man som borger kan føle sig tryg. Det har
man krav på. Det har vi alle krav på i det her samfund, uanset hvor
vi bor. Derfor er det min klare forventning til politiet, at alle kræfter
bliver sat ind på at få bragt den her situation under kontrol, og er der
brug for yderligere i forhold til at styrke indsatsen, er det også min
forventning, at politiet tager de nødvendige redskaber i brug.
Som sagt: Nu er der sket fem varetægtsfængslinger, politiet følger det her meget tæt, og det har været nødvendigt her at give assistance til Vestegnens Politi, og det er også sådan, det skal være. Det
er jo lige præcis sådan, vores politi skal samarbejde. For det er jo lige alvorligt, om man skyder i Albertslund, eller om man skyder på
Nørrebro.";Kl. 13:10
17234;Time;;Kl. 13:11
17262;title_name;":
Værsgo.";Pia Kjærsgaard
17299;title_name;":
Værsgo til ministeren.";Pia Kjærsgaard
17333;Time;"Justitsministeren (Søren Pape Poulsen):
Nej, det håber jeg sandelig heller ikke. De bedste at spørge er jo
dem, der er bindegale nok til at tage en pistol i hånden, og det kan vi
jo ikke altid forhindre. Men det, vi jo kan gøre alt for, er både at have et godt efterretningsarbejde, og det er, hvis skaden så sker, at vi
efterforsker og finder frem til, hvem det er, og putter dem i fængsel.
Heldigvis er det jo sådan, at den bandepakke, som spørgerens parti
og regeringen sammen med Socialdemokratiet har lavet, betyder, at
de kommer rigtig, rigtig lang tid i fængsel. Mange af de her bandemedlemmer kommer jo til at sidde 3, 5, 6, 7 år i fængsel, og det er
bare rigtig godt. Men jeg er meget, meget opmærksom på det her, og
jeg har ikke oplysninger på stående fod om det i Avedøre og en sammenhæng til Albertslund. Det kan jeg simpelt hen ikke lige svare på
her.";Kl. 13:13
18209;Time;;Kl. 13:13
18237;title_name;":
Værsgo til hr. Kenneth Kristensen Berth.";Pia Kjærsgaard
18289;Time;;Kl. 13:13
18320;name_party;":
Men så kan det være, at ministeren kan svare på, om det her indgår i
det samlede billede af kriminalitetsudviklingen på Vestegnen, altså
at der er de her skyderier, og om det har forbindelse til det med, at
Københavns Politi bistår Københavns Vestegns Politi. Sagen er jo
den, at Københavns Vestegn er et relativt lille område, og det vil sige, at hvis der sker noget i Albertslund, så kan der meget nemt være
forbindelser til Hvidovre eller Brøndby eller Ishøj, eller hvad ved
jeg. Og jeg ved, at der har været meget fokus på det her med, at det
er et kriminelt miljø i Albertslund, men spørgsmålet er, om det i virkeligheden er et netværk, der har forgreninger andre steder til. Det
ved jeg ikke om ministeren er i besiddelse af oplysninger om. Men
jeg konstaterer bare, at der er en utryghed derude, og den synes jeg
at vi skal gøre noget ved.";Kenneth Kristensen Berth
19178;Time;;Kl. 13:14
19206;title_name;":
Værsgo til ministeren.";Pia Kjærsgaard
19240;Time;;Kl. 13:14
19251;Time;;Kl. 13:11
19282;name_party;":
Ja, det kan der i hvert fald ikke herske to meninger om. Nu er det jo
sådan, at det faktisk ikke kun er i Albertslund, der har været de her
skyderier på det sidste. Umiddelbart inden, altså i perioden omkring
den 25. marts, var der tre skyderier i Avedøre Stationsby, dels i to
tilfælde ved Bødkerporten, dels ved Bymuren i forbindelse med bl.a.
et tilholdssted for nogle unge mennesker. Der tror jeg bare man skal
være opmærksom på, når man hører om, at nu bliver der skudt i Albertslund, og at nu bliver der skudt i Avedøre Stationsby, at der altså
breder sig sådan en utryghedstemning blandt borgerne, og derfor tror
jeg også, det er vigtigt, som ministeren er inde på, at man viser, at
man er der.
Men jeg ved ikke, om ministeren er i besiddelse af oplysninger
om, hvorvidt der er en forbindelse. Mig bekendt er de skyderier i
Avedøre Stationsby ikke opklaret endnu. Men vi så jo også, hvordan
en situation på Nørrebro på et tidspunkt kom helt ud af kontrol sidste

Justitsministeren (Søren Pape Poulsen):
Det er jeg helt enig i. Det indgår hele tiden i det samlede billede, når
politiet efterforsker den her slags ting: Hvor sker hvilke forbrydelser,
og hvordan kæder man det sammen? Det er jo klart, at det ikke nødvendigvis er al efterforskning, der sådan bliver lagt ud til offentlighedens kendskab. Men jeg synes, det er vigtigt at sige, at når en politikreds oplever sådan en situation, kan man anmode om assistance –
og det er jo det, der er sket – til Rigspolitiet. Rigspolitiet har så givet
assistancen fra Københavns Politi til Vestegnen. Det er jo sådan, vores politi skal være: Vi skal rykke ressourcerne derhen, hvor der er
mest behov for det. Når kuglerne flyver i gaderne, så rykker politiet
derhen.";Kenneth Kristensen Berth
21012;Time;;Kl. 13:15
21040;title_name;":
Værsgo.

Onsdag den 11. april 2018 (S 680)";Pia Kjærsgaard
21096;Time;;Kl. 13:15
21127;name_party;":
Jeg synes, det er godt, at justitsministeren erklærer sig villig til at gøre noget ved det her. Så kan man altid diskutere, hvad baggrunden er
for det. For der er jo ikke nogen tvivl om set fra vores synspunkt, at
en af årsagerne til, at vi ser de her ting, både på Nørrebro og i Albertslund og andre steder, i virkeligheden er mange års forfejlet indvandringspolitik. Altså, der er kommet nogle mennesker hertil, som
ikke er opvokset med den kultur og de normer, som vi er vant til, og
som dermed medbringer nogle normer fra nogle andre kulturer, hvor
det der med at skyde og den slags måske ikke er så grænseoverskridende, som det er i Danmark.
Så derfor må jeg også spørge justitsministeren, om justitsministeren sådan er enig i eller kan løfte sløret for, om det ikke er korrekt, at
mange af de her mennesker, der er i de her kriminelle miljøer, rent
faktisk har en anden etnisk herkomst end dansk, og om det er noget,
som politiet har blik for og et særligt fokus rettet imod.";Kenneth Kristensen Berth
22120;Time;;Kl. 13:16
22148;title_name;":
Værsgo til ministeren for det sidste svar.";Pia Kjærsgaard
22202;Time;"Justitsministeren (Søren Pape Poulsen):
Tak. Politiet har blikket rettet mod at opklare kriminalitet og sætte
folk i fængsel. Så løber spørgeren en åben dør ind hos mig, hvis det
handler om at sige, f.eks. i forhold til Loyal To Familia, at det er
åbenbart for enhver, at de fleste medlemmer har en anden etnisk herkomst. Det er bl.a. også derfor, at vi har spillet ud med en plan til
bekæmpelse af ghettoer og parallelsamfund, og der håber jeg, hvad
angår mange af forslagene, at spørgerens parti og vi kan finde sammen om nogle gode løsninger. For det her skal vi have ryddet op i,
for det er uacceptabelt.";Kl. 13:16
22822;Time;;Kl. 13:16
22850;title_name;":
Tak, og så er spørgsmålet afsluttet.
Det næste spørgsmål er til justitsministeren af hr. Peter Kofod
Poulsen, Dansk Folkeparti.";Pia Kjærsgaard
22989;Time;"Spm. nr. S 680
3) Til justitsministeren af:";Kl. 13:17
23059;name_party;":
Finder ministeren det hensigtsmæssigt, at det som en del af en dom
om vold mod børn indgår, at dommen er betinget af kulturelle forhold?";Peter Kofod Poulsen
23224;title_name;":
Værsgo til at læse spørgsmålet op.";Pia Kjærsgaard
23270;Time;;Kl. 13:17
23296;name_party;":
Finder ministeren det hensigtsmæssigt, at det som en del af en dom
om vold mod børn indgår, at dommen er betinget af kulturelle forhold?";Peter Kofod Poulsen
23444;Time;;Kl. 13:17
23472;title_name;":
Værsgo.";Pia Kjærsgaard
23491;Time;"Justitsministeren (Søren Pape Poulsen):
Tak, og tak for spørgsmålet. Jeg kan ikke acceptere, at man i Danmark tillægger det betydning ved straffastsættelsen, at en overtræ-

5

delse er kulturelt betinget. Det gælder både for vold mod børn og
helt generelt. Vi har nogle fælles værdier her i landet, og vi skal passe på, at tingene ikke skrider.
At man kommer fra en anden kultur, kan aldrig blive en undskyldning for kriminalitet og slet ikke for, at man slår sine børn. I
Danmark gælder der altså ét sæt regler, uanset hvor man kommer fra
og hvad ens kulturelle baggrund er.
Der skal ikke herske nogen tvivl om, at det er regeringens holdning, at retten ikke må lægge vægt på gerningsmandens kulturelle
baggrund ved afgørelse af en straffesag, og derfor har jeg bedt mine
embedsmænd om at undersøge, hvordan vi ved lovgivning sikrer, at
det ikke sker.";Kl. 13:17
24356;Time;;Kl. 13:18
24384;title_name;":
Værsgo, hr. Peter Kofod Poulsen.";Pia Kjærsgaard
24428;Time;;Kl. 13:18
24454;name_party;":
Der sker ikke noget. (Formanden: Uret virker desværre ikke. Vi beklager. Vi har sat det i gang. Men når jeg sådan begynder at rejse
mig op, er det, fordi taletiden er ved at være udløbet). Javel, formand, så skal jeg prøve at se, om jeg kan manøvrere rundt – det skal
nok gå.
Tak til ministeren for svaret, som jeg jo synes på mange måder
faktisk var et ret klart svar. Jeg håber selvfølgelig, at ministeren vil
finde frem til, hvor ofte det her bliver brugt rundt omkring, for jeg er
enig i, at det er fuldstændig uacceptabelt. Vi kan ikke acceptere på
nogen som helst måde, at det indgår i de her sager.
Men det var også et lidt snedigt svar, fordi ministeren jo forholdt
sig, som jeg hørte svaret, alene til skyldsspørgsmålet i processen. Og
jeg vil egentlig gerne læse et citat op af en juraprofessor ved Syddansk Universitet, der hedder Sten Schaumburg-Müller:
»Når man skal vurdere, om der er begået noget strafbart eller ej,
så er der ikke noget med ""kulturelt betinget"". Så har man enten gjort
det eller ikke. Men i det øjeblik, man skal udmåle straffen, er der en
bred vifte af hensyn, som domstolene faktisk skal tage. Det vil sige,
at der bliver nogle individuelle ting, ...«, siger altså Sten Schaumburg-Müller, som er juraprofessor ved Syddansk Universitet. Det har
han sagt til TV 2 her for nogen tid siden.
Ministeren forholdt sig jo alene, som jeg hørte svaret, faktisk til
det samme som den gode juraprofessor, nemlig at når man vurderer
skyld, spiller det her ikke nogen rolle, men at det efterfølgende kan
spille en rolle, om det, der er foregået, er kulturelt betinget. Derfor
vil jeg selvfølgelig gerne have justitsministeren lokket ud af busken
for at svare på, om det også er i de tilfælde, hvor det handler om
strafudmålingen, altså ikke kun fastsættelsen af skyld, men også de
efterfølgende foranstaltninger.
Er ministeren enig med mig i, at der er det selvfølgelig også uacceptabelt og uhensigtsmæssigt på enhver måde, at man bruger det
her om kulturelt betinget som argument for at tildele en lavere straf,
f.eks. i sager om vold mod børn?";Peter Kofod Poulsen
26532;Time;;Kl. 13:20
26560;title_name;":
Så er det ministeren.";Pia Kjærsgaard
26593;Time;"Justitsministeren (Søren Pape Poulsen):
Tak. Det er jo altid kommunikatorens ansvar, hvis kommunikationen
ikke går rigtigt eller godt. Der vil jeg sige, at hvis jeg sagde »skyld«,
er det i hvert fald ikke det, jeg mener, for skyld er skyld. Der vurderer man jo bare, om vedkommende er skyldig eller ikke skyldig.
Nej, det er ved straffastsættelsen, ved strafudmålingen, at jeg også synes det er vigtigt, for der må der ikke været kulturelt betingede

6

Onsdag den 11. april 2018 (S 682)

normer, der betyder, at fordi man kommer fra en bestemt kultur, er
det okay at slå sine børn. Det er det, jeg kommer med et lovforslag,
der vil ændre.";Kl. 13:20
27245;Time;;Kl. 13:21
27273;title_name;":
Værsgo, hr. Peter Kofod Poulsen.";Pia Kjærsgaard
27317;Time;;Kl. 13:21
27343;name_party;":
Godt, det svar er jeg meget tilfreds med, for jeg synes ministeren fik
manet den tvivl, der var, i jorden. Så jeg kan godt – for nuværende i
hvert fald – afslutte det her spørgsmål. Og så ved jeg, at jeg har et til.";Peter Kofod Poulsen
27570;Time;;Kl. 13:21
27598;title_name;":
Det er rigtigt. Og det er også til justitsministeren.";Pia Kjærsgaard
27663;Time;"Spm. nr. S 682
4) Til justitsministeren af:";Kl. 13:21
27733;name_party;":
Er ministeren tryg ved, at der grundet en øget indvandring tilsyneladende bliver taget højde for kulturelle forskelle, når der bliver afsagt
domme?";Peter Kofod Poulsen
27909;title_name;":
Værsgo at læse spørgsmålet op.";Pia Kjærsgaard
27951;Time;;Kl. 13:21
27977;name_party;":
Tak for det. Er ministeren tryg ved, at der grundet en øget indvandring tilsyneladende bliver taget højde for kulturelle forskelle, når
der bliver afsagt domme?";Peter Kofod Poulsen
