text;Name;Time
":
Indledningsvis vil jeg forholde mig til ministerens udmærkede redegørelse i indledningen af dette møde og påpege, at Socialdemokraterne til fulde føler sig dækket af det substantielle indhold af ministerens udmærkede redegørelse. Jeg synes, jeg blot vil understrege,
at der her er tale om en bred forligskreds, som er enige om principper, og også at staten jo selvfølgelig har lod og del i en banksammenhæng, og i den sammenhæng kan staten udøve sit ejerskab på
samme måde som alle andre aktionærer, altså ved at udpege medlemmer til bestyrelsen og selvfølgelig påvirke ad den vej .
Jeg har fuld respekt for, at Enhedslisten benytter sig af de muligheder, man har parlamentarisk for at bringe en substantiel debat op.
Det er helt rimeligt og helt fair, og jeg er også bare glad for, at vi er i
stand til at kunne gennemføre denne behandling hurtigt og effektivt,
således at det ikke obstruerer det arbejde, der er i forhold til det konkrete aktstykke. Derfor synes jeg faktisk også, at den tilgang, som
Enhedslisten har, trods alt fortjener ros, fordi man er villig og parat
til at behandle dette spørgsmål hurtigt og effektivt.
I forhold til det substantielle kan vi ikke støtte det fremlagte forslag, men sætter selvfølgelig pris på, at der er en debat om dette. Socialdemokraterne kan ikke støtte forslaget.";Benny Engelbrecht;9H 18M 0S
"Formanden :
Tak. Hr. Frank Aaen for en kort bemærkning.

handlet færdigt, før det næste er på vej, og vi ved, at der kommer
endnu et, nemlig det, der i går var til behandling i Folketingets Finansudvalg, og som kommer til behandling om 14 dage.
Altså, har vi ikke brug for en samlet diskussion om, hvad det i
det hele taget er, der sker, og hvad staten kan gøre, i stedet for at det
hele ligesom kommer snublende oven i hinanden?";Benny Engelbrecht;9H 19M 0S
"Formanden :
Ordføreren.";Benny Engelbrecht;9H 20M 0S
":
Der var flere elementer i hr. Frank Aaens spørgsmål. Det første, jeg
lige vil svare på, er det her med, om der skulle være brug for en mere substantiel debat. Det skal jeg bestemt ikke afvise at der kan være
behov for, og lad os da i givet fald få den taget. Det her er et jo
konkret beslutningsforslag, der vedrører et konkret aktstykke, og det
kan godt være, at det ikke er det rigtige i forhold til det.
Dernæst er det fuldstændig korrekt, at der netop i Erhvervs- og
Vækstministeriet er en udviklingspakke, der er blevet forhandlet
færdig, og den skal bl.a. sikre en øget eksport. Det er således, at de
danske virksomheder er i en alvorlig kreditklemme, og det gør det
ganske enkelt vanskeligt at sikre, at danske virksomheder kan eksportere, og det medfører, at der vil være mindre beskæftigelse og
mindre afsætning. Det kan vi ikke være interesseret i, og derfor er
det ganske enkelt sådan, at ansvarlige partier må handle.
Jeg forstår udmærket godt den position, Enhedslisten har valgt at
tage – det må jeg sige – og jeg har også stor respekt for, at man vil
agere vagthund, det vil jeg også gerne understrege. Men jeg må også
sige, at vi uagtet hvad så også som ansvarligt parti bliver nødt til at
handle, og jeg er glad for, at der her er en bred forligskreds, selv om
jeg også har respekt for den rolle, som Enhedslisten har.";Benny Engelbrecht;9H 21M 0S
"Formanden :
Hr. Frank Aaen.";Benny Engelbrecht;9H 22M 0S
":
Tak for det. Men det, som der i øjeblikket forhandles om, og som
måske er færdigforhandlet – det ved jeg ikke engang om det er – er
jo et beløb på 15 mia. kr. til at overtage fallerede ejendomsprojekter,
og der er, så vidt jeg er orienteret fra pressen, afsat 3 mia. kr. til at
overtage fallerede landbrug, der har spekuleret alle deres penge væk
i schweizerfranc. Det er et beløb på 18 mia. kr. i alt. Vi har i øjeblikket tre sideløbende forslag til vedtagelse vedrørende banker til behandling i Folketinget. Altså, var det ikke en god idé, at vi så hurtigt
som muligt fik en samlet diskussion om det og en samlet lovgivning,
i stedet for at det sker ved sådanne ad hoc-vedtagelser i Finansudvalget?";Frank Aaen;9H 22M 0S
":
Hr. Benny Engelbrecht må vel erkende, at det ser ud, som om bankpakkerne sådan kommer ad libitum; vi ved ikke helt, hvor højt et
nummer vi i øjeblikket er oppe på. Men det, vi ved, er, at det, der
lige er sket ovre i Erhvervs- og Vækstministeriet, er, at man har forhandlet om endnu en bankpakke, som man vistnok kalder noget andet for at undgå, at der kommer endnu et nummer på. Jeg ved ikke
helt hvorfor, det er sådan, men er det ikke snart på tide, at Folketinget får en debat om den samlede udvikling i finanssektoren og statens rolle og om de krav, der er i forbindelse med en redning af finanssektoren, i stedet for at vi bare får det ene aktstykke efter det andet? Og her kan vi se, at det ene aktstykke ikke engang er blevet be-

Formanden :
Ordføreren.";Frank Aaen;9H 19M 0S
":
Tak. Jamen las os se på den konkrete aftale, hvis det er den, hr.
Frank Aaen gerne vil diskutere. Jeg kan sige, at den netop er blevet
forhandlet færdig her i dag lidt i klokken 9.00, og jeg kan sige, at det
er korrekt, at man bl.a. går ind og hjælper på nogle områder omkring
landbruget. Der gør man det, at man flytter nogle landbrug, som faktisk har mulighed for at kunne udvikle sig i en positiv retning, fra Finansiel Stabilitet og over i et privat oprettet finansieringsselskab, og

Fredag den 2. marts 2012 (B 43)

dermed vil de altså ikke længere være på afviklingskurs, men på en
udviklingskurs, og det er jo sådan set et tiltag, der er godt og positivt. Der er også en lang række andre positive tiltag i den nyligt
fremsatte pakke. Men det synes jeg sådan set er noget vi skal sørge
for at Folketinget bliver orienteret om, så snart som det nu er muligt,
for det er klart, at det også er noget, der vil have stor betydning for
væksten og udviklingen i de danske erhvervsvirksomheder. Det er
netop også derfor, det hedder en udviklingspakke, og jeg er selvfølgelig også glad for, at det er så bredt et udsnit af Folketingets partier,
der står bag det.";Benny Engelbrecht;9H 23M 0S
"Formanden :
Tak til ordføreren. Så er det hr. Hans Kristian Skibby som ordfører
for Dansk Folkeparti.";Benny Engelbrecht;9H 24M 0S
(Ordfører);Benny Engelbrecht;9H 24M 0S
":
Jeg vil også gerne kvittere og sige, at det altid er godt og positivt, at
vi får lejlighed til her i Folketinget at diskutere nogle af de forskellige vilkår, som er gældende for den finansielle sektor her i Danmark.
Det her er jo også en debat af slagsen, og vi har haft flere tidligere,
bl.a. i forbindelse med de lovforslag, som har været undervejs, og
hvoraf nogle er vedtaget her i Folketinget.
Enhedslisten har så i dag fremsat beslutningsforslag om at få
trukket et aktstykke tilbage fra Finansudvalget. Man kan selvfølgelig
også i princippet sige, at det at føre noget tilbage til et udvalg jo ikke
er noget, der gør så specielt meget ondt nogen steder. Jeg har også
noteret mig, at Enhedslisten i beslutningsforslaget har skrevet , at
man opfordrer erhvervs- og vækstministeren til at trække aktstykket
tilbage. Man har ikke brugt formuleringen »pålægger regeringen«, så
der er selvfølgelig en form for åbning i forslaget fra Enhedslisten, og
det vil jeg selvfølgelig gerne kvittere for, for det er for en gangs
skyld ikke noget, der er ultimativt.
Men jeg synes også, at andre ordførere før mig har forklaret, at
hele det sagskompleks, som ligger bag aktstykke nr. 51, jo er noget,
som har udspillet sig gennem lange og vedvarende intense forhandlinger, og det er noget, som er sikret, fordi vi i Danmark frygtelig gerne vil have, at der skal være en stor troværdighed omkring den politik, der føres i Danmark inden for vores banksektor og vores realkreditsektor og i det hele taget den finanspolitik, der føres. Det er sådan
set noget, som hele Folketinget – både under den forrige regering og
den nuværende regering – har kunnet blive nogenlunde enige om.
De eneste, som har været på bagvognen, har jo så været Enhedslisten. Jeg synes måske også, man i den forbindelse godt kan sige, at
netop det at man nu vælger at fremsætte det her til behandling i Folketinget i dag selvfølgelig er helt legitimt ifølge forretningsordenen,
ingen tvivl om det, men det er også lidt at udstille sin egen manglende indflydelse.
Jeg synes jo faktisk, at det her beslutningsforslag er et rigtig godt
eksempel på, hvor skidt det kan gå, når et parti bevidst vælger at stå
uden for indflydelse, når man vælger at lægge sig i hængekøjen, når
man vælger ikke at være en del af det politiske flertal, som ikke bare
ansvaret for Danmark, men ansvaret for mange private danske arbejdspladser, for mange offentlige arbejdspladser og for mange virksomheder, som har behov for at udvikle sig, og som har behov for at
få en sikring af deres lånefaciliteter og en sikring af, at der i Danmark er sund basiskapital til den danske erhvervssektor. Det er nogle
ting, som er helt grundlæggende for Dansk Folkeparti, og det er noget, som vi synes det er utrolig vigtigt at vi har fokus på. Det er også
noget, som den nuværende regering har valgt at fortsætte set i forhold til den politik, der blev ført under den tidligere regering, og det
vil vi fra Dansk Folkeparti jo gerne kvittere for.

5

Samlet set anerkender vi fuldt ud, at man har en legitim ret til at
fremsætte det her beslutningsforslag. Det er en del af de demokratiske spilleregler, som vi har i Folketinget, men vi andre har så til gengæld også lov til at sige nej tak til tilbuddet og nej tak til beslutningsforslaget, og det er det, som vi gør fra Dansk Folkepartis side.";Hans Kristian Skibby;9H 24M 0S
"Formanden :
Hr. Frank Aaen for en kort bemærkning.";Hans Kristian Skibby;9H 27M 0S
":
Erkender Dansk Folkeparti, at de bankpakker, der er gennemført, ikke har løst krisen? Der er stadig væk problemer i Udkantsdanmark,
f.eks. med at låne til at kunne udvikle erhverv, og der er stadig væk
det ene bankkrak efter det andet på vej. Det eneste, der måske er reddet, er nogle bankaktionærer i Danske Bank og andre af de store
banker, som også var på vej til at lide skibbrud, men som altså blev
reddet af staten, og dermed fik aktionærerne kursstigninger. Er det
ikke rigtigt, som det ene?
Det andet er, at når man nu så foreslår endnu en gang at spænde
et sikkerhedsnet ud under banker, og vi så samtidig ser, at bankdirektørernes lønninger eksploderer, havde det så ikke sådan rent moralsk været en god idé at sige, at i banker, der skal have statsstøtte,
må man også lægge loft over bankdirektørernes lønninger?";Frank Aaen;9H 27M 0S
"Formanden :
Ordføreren.";Frank Aaen;9H 28M 0S
":
Det ville jo være et udtryk for regelregulering i helt udvidet grad,
hvis man skulle til at gøre det. Vi anerkender, at danske banker har
lov til at honorere deres medarbejdere, som de har lyst til, men samtidig har vi i Dansk Folkeparti jo sagt, at vi er villige til at se på, om
der er nogle steder, hvor det her med bonusser og optionsrettigheder
osv. er gået over gevind. Så det med optionsrettigheder på aktier for
ledere i kreditinstitutter og det med ublu bonusordninger osv. mener
vi er noget, der er helt fair og legitimt at gå ind og se på, men decideret aflønning af folk, der er ansat i private kommercielle banker, er
ikke noget, som Dansk Folkeparti synes at man på nogen måde har
legitim ret til at gå ind og blande sig i. Vi erkender, at der er nogle
banker, som giver alt for høje lønninger, og vi kan også se, at der er
nogle bankdirektører, som har fået nogle lønforhøjelser, som simpelt
hen er uanstændige, men vi er nødt til at holde fast i, at der også er
tale om en privat sektor. Det er kommercielle virksomheder, hvor
der er en bestyrelse, som beslutter, hvad de vil give deres ledere, og
det er man nødt til at forholde sig til.";Hans Kristian Skibby;9H 28M 0S
"Formanden :
Hr. Frank Aaen.";Hans Kristian Skibby;9H 29M 0S
":
Det er jo ikke private virksomheder. I en af de banker, vi diskuterer i
dag, har staten jo flertal i aktionærkredsen, og i det hele taget drejer
det sig jo om banker på støtten. Når det gælder arbejdsløse, har man
jo ikke noget problem med at udstede det ene krav efter det andet og
lave dem om med kort varsel, men når det gælder bankdirektører og
banker, er man åbenbart tilbageholdende. Jeg forstår ikke, hvorfor
man ikke går ind – når man nu har chancen i forbindelse med at lave
bankgaranti og en vedtagelse – og siger, at til gengæld vil vi ikke se
de der vanvittige lønstigninger til bankdirektøren.

6

Fredag den 2. marts 2012 (B 43)

En anden ting er: Kan det virkelig være rigtigt, at man tillader, at
den ledelse, der har kørt en bank ud i fallit, så den derfor bliver overtaget af staten, bare fortsætter? Er det korrekt, vil jeg spørge Dansk
Folkeparti, at den ledelse, der har vist, at den ikke evner at drive en
bank, uden at den går ned og nu bliver reddet af staten, så fortsætter?

redder, skal ledes efter samfundsnyttige principper, 2) den ledelse,
der har drevet banket ud i fallit, må ikke fortsætte, og 3) der skal være et loft over bankdirektørernes lønninger; altså, samfundsnytte, ny
ledelse og loft over lønninger. Går det Radikale Venstre ind for de
principper, når staten skal træde til?";Frank Aaen;9H 30M 0S
"Formanden :
Ordføreren.

Formanden :
Ordføreren.";Frank Aaen;9H 34M 0S
":
Jeg synes, der er mange sider af den sag. Den allerallervigtigste, den,
der sætter overliggeren i forhold til Dansk Folkepartis engagement i
at være en aktiv aftalepartner – og tage ansvar for at være med til
mange af de reformer og mange af de initiativer, som er kommet fra
både den forrige regering og den nuværende regering for at sikre en
stabil finanssektor i Danmark – har været, at vi nogle steder har måttet indgå kompromiser. Det erkender vi blankt. Men jeg synes også,
det er vigtigt at pointere, at overliggeren altså skal sættes efter, at vi
har en utrolig stor interesse i at sikre, at vores små og mellemstore
erhvervsvirksomheder får langt, langt bedre muligheder for at overleve på et internationalt marked. Vi har mange virksomheder, som
ikke kan få fornyet deres kassekredit. Vi har mange virksomheder,
som har svært ved at finde penge til at produktudvikle deres varer,
simpelt hen fordi basisindtjeningen er for lille, og de er udsat for et
stort konkurrencepres fra andre landes leverandør. Sådan nogle ting
er vi altså også nødt til at forholde os til. Jeg ved godt, at Enhedslisten ikke er sådan særlig glade for de private virksomheder. Man kerer sig kun om de private virksomheder, når det drejer sig om at tage
penge fra dem, fordi man skal bruge dem til andre ting. Men vi andre påtager os ansvaret, og det synes jeg også at Enhedslisten skulle
have gjort frem for at udstille sin egen inkompetence.";Hans Kristian Skibby;9H 34M 0S
":
Vi mener jo, at den løsning, vi har lavet, er samfundsnyttig, for ellers
ville staten have tabt en masse penge på det, hvis de her banker var
gået ned. Derfor synes vi, det er en god løsning for samfundet. Jeg
kan forstå, at ministeren også har redegjort for, at der jo sådan set i
de aftaler, vi har, ligger, at man kan sige, at der ikke kan være aktieoptioner, og at der faktisk også ligger, at der kan lægges et loft over
lønningerne, når man giver en statsgaranti til en bank. Så det ligger
sådan set allerede i de aftaler, der er.";Andreas Steenberg;9H 34M 0S
"Formanden :
Tak til Dansk Folkepartis ordfører. Så er det hr. Andreas Steenberg
som radikal ordfører.";Andreas Steenberg;9H 32M 0S
(Ordfører);Andreas Steenberg;9H 32M 0S
":
Erhvervsministeren har jo redegjort for regeringens holdning til det
her beslutningsforslag. Vi har lavet en redningspakke for VestjyskBANK og Aarhus Lokalbank, som gør, at de to banker fusionerer.
Vi har haft statsgarantier til dem begge to, og den nye fusion får også en statsgaranti. Der er stillet en lang række krav både til det med,
hvad man kan give af f.eks. aktieoptioner til ledelsen og selvfølgelig
til, at denne nye bank gerne skulle kunne overleve, når statsgarantien
udløber om 5 år.
Vi har altså stillet en masse krav, og derfor kan vi ikke støtte Enhedslistens forslag om at trække det her tilbage, for vi synes, det er
en fornuftig løsning på det problem, der har været i de to banker.";Andreas Steenberg;9H 32M 0S
"Formanden :
Hr. Frank Aaen.";Andreas Steenberg;9H 35M 0S
":
Jeg synes, det var tre relativt enkle principper: 1) Banker, der bliver
reddet af staten, skal drives efter samfundsnyttige principper. Hvad
svarer De Radikale – ja eller nej? 2) Banker, der er drevet ud i fallit,
og som skal reddes af staten, kan ikke fortsætte med den samme ledelse. 3) I banker, der reddes af staten, skal der loft over lønningerne, så der ikke sker det, vi har set i nogle af bankerne her ved årsskiftet.
Altså: Krav til ledelse, krav til, hvilke principper en bank styres
efter, og krav til, at man ikke har de der afsindige lønstigninger. Det
må man da kunne sige ja eller nej til.";Frank Aaen;9H 35M 0S
"Formanden :
Ordføreren.";Frank Aaen;9H 35M 0S
":
Jamen vi siger ja til det, og der er også blevet stillet en masse krav til
den her nye fusion. Så kan det godt være, at Enhedslisten gerne ville
have haft nogle andre krav igennem, men der er stillet krav af den
art, som Enhedslisten vil have indført. Det kan godt være, at Enhedslisten ville have haft nogle andre og skrappere krav, men der er i
hvert fald stillet krav.";Andreas Steenberg;9H 35M 0S
"Formanden :
Tak til den radikale ordfører. Så er det fru Annette Vilhelmsen som
ordfører for SF.";Andreas Steenberg;9H 36M 0S
"Formanden :
Hr. Frank Aaen for en kort bemærkning.";Andreas Steenberg;9H 36M 0S
":
For dem, der måske ikke lige kunne høre, hvad Det Radikale Venstre mener om indholdet i vores beslutningsforslag – det kunne jeg i
hvert fald ikke – vil jeg stille det som et spørgsmål.
Beslutningsforslaget går ud på, at man skal trække det tilbage for
at komme med et nyt forslag, hvor man siger: 1) en bank, som staten

(Ordfører)";Frank Aaen;9H 33M 0S
":
I SF er vi helt enige i, at der skal stilles krav til de banker, der får en
statsgaranti, og med aktstykke 51 stilles der netop også en række
krav til bankens fremtidige drift. I perioden for statsgaranti vil der
f.eks. være et forbud mod, at direktionen og bestyrelsen modtager
udbytte, ligesom der heller ikke må foretages nye aktieoptionsprogrammer eller tilbagekøbsprogrammer.

Fredag den 2. marts 2012 (B 43)

Der skal ikke være nogen tvivl om, at vi i SF er meget enige i, at
direktionen ikke skal aflønnes uhensigtsmæssigt. Derfor er vi glade
for, at der allerede eksisterer strengere begrænsninger for aflønning
af direktion og bestyrelse i banker, der modtager statsstøtte. Vi afventer Europa-Kommissionens arbejde vedrørende regler for aflønning i den finansielle sektor, før vi måske vedtager yderligere stramninger for de danske pengeinstitutter. Vi synes, det er en rimelig fornuftig rækkefølge.
Vi har stor forståelse for Enhedslistens synspunkter, men på baggrund af ovenstående – og som andre ordførere har sagt – så kan vi
ikke i SF stemme for beslutningsforslaget.";Annette Vilhelmsen;9H 33M 0S
"Formanden :
Hr. Frank Aaen for en kort bemærkning.";Annette Vilhelmsen;9H 37M 0S
