text;Name;Time
"Formanden :
Hr. Eigil Andersen for en kort bemærkning.

Formanden :
Tak. Hr. Bent Bøgsted.";Bent Bøgsted;10H 15M 0S
":
Det var jo en erkendelse fra hr. Lennart Damsbo-Andersen af, at Socialdemokratiet er blevet klogere. Man indførte nogle regler i 2001,
der ikke lige var så hensigtsmæssige, som man havde håbet, og så
prøver man at løse problemet igennem forlængelsesmuligheder ved
at afskaffe varighedsbegrænsningen. Vi skal også huske på, at det
var Socialdemokratiet, der selv indførte varighedsbegrænsningen for
en stor gruppe. For de offentligt ansatte var det Socialdemokratiet,
der afskaffede varighedsbegrænsningen. Hvad angår privatområdet,
var det helt tilbage til under Schlüterregeringen, tror jeg, og jeg skal
ikke kunne sige, hvordan forhandlingerne foregik dengang.
Når man taler om varighedsbegrænsningen, har man så meget
med at henvise til, hvordan det foregår i andre lande, bl.a. i Sverige,
hvor det gik fint. Men Sverige har netop lavet en varighedsbegrænsning, fordi de ikke kunne styre det, og det er så det, vi også kan risikere herhjemme. Men hvis man så på, hvordan reglerne var i forbindelse med fleksjob og førtidspension, kunne man måske løse det der,
men det ser man stort på.";Bent Bøgsted;10H 16M 0S
":
Der er mange ting, man kan diskutere i forbindelse med førtidspension og fleksjob, men i den her sammenhæng er det altså ren udenomssnak. Det er ansvarsforflygtigelse, et forsøg på at fralægge sig ansvaret, fra Dansk Folkepartis side.
Sagens kerne er, at det forslag, som vi skal stemme om her i dag,
indebærer, at langtidssyge kan fastholde deres indtægt, indtil deres
fremtid er afklaret. Det er uforståeligt for mig, at Dansk Folkeparti
vil stemme imod, at langtidssyge skal beholde en indtægt, indtil det
er blevet afklaret, om de kan fortsætte på arbejdsmarkedet eller ej.
Jeg vil gerne spørge ordføreren, om han kan bekræfte, at det, hvis
Dansk Folkeparti stemmer nej til det her forslag, betyder, at der fortsat årligt vil være 5.000-6.000 mennesker i Danmark, som vil miste
deres sygedagpenge på grund af varighedsbegrænsningen.";Eigil Andersen;10H 16M 0S
"Formanden :
Hr. Bent Bøgsted.";Eigil Andersen;10H 17M 0S
"Formanden :
Hr. Lennart Damsbo-Andersen for en kort bemærkning.";Eigil Andersen;10H 14M 0S
":
Det er åbenbart den store dag for udenomssnak. De lappeløsninger,
som Dansk Folkeparti taler om endnu en gang, løser jo ikke problemet for de mennesker, som er blevet ramt, dem, som står derude og
har mistet deres forsørgelse. Det, der er vigtigt nu, er, at vi tager os
sammen herinde og i fællesskab beslutter at afskaffe varighedsbegrænsningen, og der er muligheden for Dansk Folkeparti i dag, lige
om et øjeblik, at stemme for vores forslag.
Så behøver vi ikke mere diskutere, hvem der har sagt hvad hvornår, men vi kan forholde os til den virkelighed, der er derude, at der
er 1.000 mennesker, der mister deres forsørgelse hvert eneste år her i
landet.";Lennart Damsbo-Andersen;10H 14M 0S
":
En ting, jeg i hvert fald kan bekræfte, er, som resultaterne har vist, at
kommunerne, som det var tidligere, da der ikke var en varighedsbegrænsning, ikke tog deres ansvar over for de syge alvorligt og ikke
gjorde en indsats.
Der er rigtig mange, der kan benytte sig af de kombinationsmuligheder, der er, for at beholde sygedagpengene. Vi er helt oppe på
7-8 kombinationsmuligheder, og hvis de bliver brugt rigtigt, kan
man modtage sygedagpenge i meget lang tid. Man kan modtage sygedagpenge i op til 3-4 år. Det er det, man skal se på og få til at virke.
Hvad angår det der med at løbe fra ansvaret, har jeg i hvert fald
hørt, at hr. Eigil Andersen er løbet fra ansvaret for at have indført de
stramme regler i forbindelse med fleksjob og førtidspension.";Bent Bøgsted;10H 14M 0S
"Formanden :
Hr. Eigil Andersen for en kort bemærkning.

Torsdag den 8. april 2010 (B 95)";Bent Bøgsted;10H 18M 0S
":
Som jeg sagde før, er der mange ting, man kan diskutere vedrørende
fleksjob og førtidspension, men det har intet med den her sag i dag at
gøre – overhovedet intet. Ikke et eneste sekund! Vi taler her om
langtidssyge, som bliver frataget deres indtægt med Dansk Folkepartis støtte. Jeg er overbevist om, som jeg sagde tidligere, at der er
mange mennesker i Danmark, som er dybt skuffede over, at Dansk
Folkeparti er så asocialt et parti, som det viser sig bl.a. ved den her
lejlighed.
Ordføreren for Dansk Folkeparti taler om kombinationsmuligheder. Det står fast, at der er 6.000 mennesker i Danmark, der mister
deres sygedagpenge hvert år efter brug af de kombinationsmuligheder. Forslaget her skaber et sikkerhedsnet, det skaber tryghed for de
langtidssyge. Hvorfor i alverden er det så, at Dansk Folkeparti stemmer imod det?";Eigil Andersen;10H 18M 0S
"Formanden :
Hr. Bent Bøgsted.

5

Formanden :
Hr. Bent Bøgsted.";Eigil Andersen;10H 19M 0S
":
Jamen selvfølgelig tror Dansk Folkeparti på den aftale, vi har lavet,
vedrørende sygefravær, det er klart; den er vi sikre på kommer til at
virke, lige så vel som hr. Morten Østergaard er sikker på, at den
kommer til at virke. Men årsagen til, at vi er imod, er, at vi ved, at
hvis varighedsbegrænsningen bliver fjernet, vil indsatsen i kommunerne blive slækket, for så har man ikke travlt med at lave den ekstra
indsats, der ligger i aftalen om sygefravær; man har ikke travlt med
at få hjulpet dem, der er ramt af sygdom, tilbage til arbejdsmarkedet
med den rigtige indsats. Så kan man bare lade det ligge.
Hvis man bruger kombinationsmulighederne på en rigtig måde,
vil der være mange, der vil blive hjulpet – hvis kommunerne er mere
opmærksomme på, når de fjerner sygedagpengene, at de ikke overtræder reglerne. Det er der desværre en del kommuner der gør.";Bent Bøgsted;10H 21M 0S
":
Jamen én ting, der står klart, er, at Dansk Folkeparti i hvert fald har
forbedret sygedagpengereglerne for dem, der bliver ramt, i forhold
til det, som hr. Eigil Andersens parti var med til at lave før regeringsskiftet. Det, vi har gjort, er, at vi har indført flere forlængelsesmuligheder, end der var før regeringsskiftet. Det er sandheden, vil
jeg sige til hr. Eigil Andersen, og det kan ikke hjælpe noget, at man
sidder og ryster på hovedet, som om det ikke passer. Sådan er det.";Bent Bøgsted;10H 19M 0S
"Formanden :
Så er det hr. Morten Østergaard for en kort bemærkning.";Bent Bøgsted;10H 20M 0S
":
Jeg er ikke i tvivl om, at hr. Bent Bøgsted er optaget af vilkårene for
de langtidssyge, og at Dansk Folkeparti er det. Det, vi har gjort i fællesskab, også sammen med regeringen, er jo, at vi har sørget for, at
der bliver lavet en aktiv og tidlig indsats for at fastholde et arbejdsmarkedsperspektiv også for de syge. Nogle har måske bemærket den
kampagne, der kører netop nu, og som udspringer af det. Det er et
forlig, vi har lavet sammen – Dansk Folkeparti, Det Radikale Venstre og regeringen – og som altså handler om, at man skal prøve at
gøre så meget, man kan, for at undgå, at folk bliver fanget i langtidssygdom, sådan at de hurtigst muligt kommer tilbage på arbejdsmarkedet, fordi man ved, at det kan bidrage til, at de kommer ud af deres
sygdom.
Hvis man tror på, at den indsats, vi har lavet dér og aftalt i fællesskab, betyder, at alle gør deres ypperste for, at folk, der er syge,
kommer hurtigst muligt tilbage på arbejdet, er der ikke noget argument for at have en varighedsbegrænsning. Og derfor vil jeg gerne
spørge hr. Bent Bøgsted: Dækker modstanden mod det her beslutningsforslag over, at man er fedtet med pengene og ikke har fået det
igennem på finansloven, eller dækker den over, at man ikke tror på
det forlig, vi har lavet, og som handler om, at alle burde sørge for, at
ingen får lov til bare at være syge, men at der i stedet for kan gøres
en indsats for, at deres sygdom bliver behandlet og de kommer tilbage på arbejdsmarkedet? Er det indsatsen, man ikke tror på, eller er
man bare fedtet?

Formanden :
Hr. Morten Østergaard for en kort bemærkning.";Morten Østergaard;10H 20M 0S
":
Jamen der er desværre ikke helt sammenhæng mellem den første del
af hr. Bent Bøgsteds svar og den anden del af hr. Bent Bøgsted svar.
Først siger hr. Bent Bøgsted: Vi tror på den aftale, vi har lavet. Den
aftale er en forpligtelse for kommunen til at interessere sig for de syge allerede i en tidlig periode. Så snart man kommer ud over de første 10 ugers sygdom, skal kommunen interessere sig for de syge, og
der skal være en aktiv indsats i forhold til dem, medmindre deres
sygdom forhindrer, at der kan være en aktiv indsats, f.eks. folk, der
er alvorligt kræftsyge.
Hvis man tror på det, hvis man mener, at det er det rigtige at gøre
– det var det, vi blev anbefalet af en lang række eksperter – har kommunen jo en helt konkret interesse i at gøre en indsats; de bliver jo
ramt på refusionen, hvis ikke de gør en aktiv indsats. Og derfor vil
jeg sige til hr. Bent Bøgsted, at det jo ikke passer, at de ikke har den
interesse. Fra den tiende uge og frem er alle kommuner forpligtet til
at gøre en indsats, og de bliver økonomisk sanktioneret, hvis ikke de
gør en indsats, når det er muligt at gøre en indsats. Og derfor hænger
det bare ikke sammen at sige, at hvis ikke man helt kan tage sygedagpengene fra de syge efter 52 uger, vil kommunerne miste interessen for de syge. Den interesse har vi i fællesskab skabt fra den tiende
uge og frem, og hvis ikke hr. Bent Bøgsted mener, vi har gjort det,
hvad er så meningen med, at vi har lavet den sygefraværsaftale?";Morten Østergaard;10H 22M 0S
"Formanden :
Hr. Bent Bøgsted.";Morten Østergaard;10H 24M 0S
":
Jamen selvfølgelig tror jeg på den indsats, der blev lavet i aftalen om
sygefravær, det er klart, og hvis det hele kommer til at virke ude i
kommunerne, er der heller ikke rigtig nogen, der vil miste deres sygedagpenge; så enkelt er det. Så selvfølgelig tror jeg på indsatsen.
Og hr. Morten Østergaard har ikke flere korte bemærkninger.
Jeg skal lige sige, at hr. Eigil Andersen var henne og fortælle
mig, at SF ikke stemte for lovforslaget om at fjerne varighedsbegrænsningen dengang, og han skal selvfølgelig ikke have skyld for
noget, han ikke har været med til, og det skal jeg beklage, men hr.

6

Torsdag den 8. april 2010 (B 95)";Bent Bøgsted;10H 24M 0S
"Eigil Andersens parti var med til at lave aftalen om førtidspension
og fleksjob.";Bent Bøgsted;10H 27M 0S
"Formanden :
Så er der en kort bemærkning fra hr. Per Clausen, og det er stadig til
hr. Bent Bøgsted. Værsgo.";Bent Bøgsted;10H 25M 0S
":
Jeg skal bare være helt sikker på, at det, hr. Bent Bøgsted sagde, var,
at hvis det gik sådan, at de systemer, som er aftalt, med henblik på at
kommunerne skal forholde sig aktivt til folk, der er sygemeldte, kom
til at fungere, så ville ingen miste deres sygedagpenge, mens de stadig væk var syge. Det vil jeg bare være helt sikker på var det, hr.
Bent Bøgsted lovede.";Per Clausen;10H 25M 0S
"Formanden :
Hr. Bent Bøgsted.";Per Clausen;10H 25M 0S
":
Nej, det var ikke helt det, jeg sagde. Hvis det er sådan, hr. Per Clausen har opfattet det, har han misforstået det. Hvis indsatsen kom til
at virke, ville der ikke være ret mange, der ville blive udsat for at miste sygedagpengene.";Bent Bøgsted;10H 25M 0S
"Formanden :
Hr. Per Clausen.";Bent Bøgsted;10H 25M 0S
":
Det vil altså sige, at hr. Bent Bøgsted erkender, at konsekvensen af
Dansk Folkepartis stillingtagen i den her sag er, at der stadig væk er
mennesker, som er syge, som vil miste retten til sygedagpenge, også
i en situation, hvor de måske slet ikke har nogen anden forsørgelse.
Det er jo konsekvensen af hr. Bent Bøgsteds politik. Så kan det godt
være, at hr. Bent Bøgsted kan have en teori om, at det i fremtiden
bliver færre, end det er nu.
Så vil jeg bare spørge hr. Bent Bøgsted: Hvor mange vil hr. Bent
Bøgsted acceptere mister retten til sygedagpenge, mens de er syge,
uden at de får et andet forsørgelsesgrundlag?";Per Clausen;10H 25M 0S
(Ordfører);Per Clausen;10H 26M 0S
":
Jeg føler trang til lige at uddybe den ordveksling, jeg havde med hr.
Bent Bøgsted, for det, der er pointen eller logikken, som jeg må forstå det, er, at for at kommunerne skal have en interesse i at gøre en
indsats for de syge, er det ikke det, vi har aftalt i sygefraværsaftalen,
ifølge hvilken kommunerne mister noget af deres refusion, hvis ikke
de gør en aktiv indsats, man skal stole på. Nej, det er risikoen for, at
den syge borger mister sit forsørgelsesgrundlag, der skal gøre det interessant for kommunen at gøre en indsats.
Der må jeg bare sige, at det forstår jeg ikke. Det interessante må
være – og det er jo det, som er Det Radikale Venstres linje i det her
– at vi har lavet en sygefraværsaftale, hvor vi sikrer, at der gøres en
indsats allerede fra den tiende uge for alle syge, for at sørge for, at
hvis der er en mulighed for at vende tilbage til arbejdsmarkedet, bliver den udnyttet, også selv om det er en delvis tilbagevenden, og også selv om det er virksomhedspraktik, der gør, at folk bare bevarer
en kontakt til arbejdsmarkedet. For det, som eksperterne har sagt er
så afgørende for de langtidssyge, er, at de bevarer en tilknytning til
arbejdsmarkedet. Hvis man stoler på, at det er rigtigt, så er der ikke
nogen grund til at have en varighedsbegrænsning, for så er der gjort
en indsats over for de syge, dem, der vil være syge ud over 52 uger.
Det er dem, for hvem der reelt er tale om en sygdom, der forhindrer
dem i at vende tilbage til arbejdsmarkedet.
Det, der så bliver helt bizart, er, når Dansk Folkeparti argumenterer med, at hvis der ikke er gjort en tilstrækkelig indsats fra kommunernes side, skal der ikke være et system, som straffer kommunerne.
De slipper jo billigere, når de ikke skal udbetale sygedagpenge.
Næh, hvis der ikke er gjort en tilstrækkelig indsats fra kommunernes
side, skal borgerne straffes, fordi de mister deres sygedagpenge efter
52 uger. Der må man bare sige, at det jo er helt uholdbart, at dem,
der tilsyneladende efter Dansk Folkepartis mening ikke har gjort deres arbejde ordentligt, nemlig kommunerne, ikke skal have straffen.
Det skal borgerne, som mister deres indtægtsgrundlag.
Det er derfor, vi siger, at det giver mening at sørge for, at der er
en aktiv indsats allerede fra den tiende uge, og så til gengæld fjerne
varighedsbegrænsningen, fordi de, der reelt er langtidssyge, naturligvis skal være sikret et forsørgelsesgrundlag. Det er de ikke i dag, og
derfor stemmer vi selvfølgelig for det her forslag, som vi også er
medforslagsstillere til. Varighedsbegrænsningen er unødvendig med
den aftale, vi har lavet med regeringen og Dansk Folkeparti om en
tidlig opfølgende indsats i forbindelse med sygefravær.";Morten Østergaard;10H 26M 0S
"Formanden :
Hr. Bent Bøgsted.";Morten Østergaard;10H 29M 0S
"Formanden :
Tak. Så er det hr. Per Clausen som ordfører.";Morten Østergaard;10H 26M 0S
":
Hr. Per Clausen har også været herinde i Folketinget i rimelig lang
tid og ved, at man ikke her fra talerstolen skal stå og komme med
nøjagtige tal og stille garantier. Det kommer man altid galt af sted
med, og det vil jeg heller ikke gøre i den her forbindelse. Det eneste,
jeg siger, er, at hvis indsatsen kommer til at virke, vil der ikke være
så mange, der mister deres sygedagpenge. Jeg kan selvfølgelig ikke
garantere for, at der aldrig er nogen, der vil gøre det. Det kan jeg ikke, og det kan hr. Per Clausen heller ikke uanset hvad.";Bent Bøgsted;10H 29M 0S
"Formanden :
Så er det hr. Morten Østergaard som ordfører, og så har jeg også noteret hr. Bjarne Laustsen som privatist. Værsgo.

(Ordfører)";Bent Bøgsted;10H 27M 0S
